Customer ID,Priority Level,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time,
200,1,1162.4211194,13,116,0,1269.7251911,1272.3016989,109.8805795,
201,1,1162.5817272,14,116,0,1272.3016989,1279.4572202,116.8754930,
202,0,1168.3318766,15,116,0,1197.8800046,1219.8245854,51.4927088,
203,0,1168.8192701,16,116,0,1219.8245854,1221.8276376,53.0083675,
204,1,1178.4185725,16,117,0,1295.2969751,1301.4440759,123.0255034,
205,0,1181.9362348,17,118,0,1221.8276376,1231.8643759,49.9281410,
206,0,1187.8311986,16,118,0,1231.8643759,1233.5339796,45.7027810,
207,1,1188.3322808,17,118,0,1304.0886952,1307.4414991,119.1092183,
208,0,1191.7167884,17,119,0,1233.5339796,1233.6925039,41.9757155,
209,0,1197.8932638,17,119,0,1233.6925039,1235.2407766,37.3475128,
210,1,1199.9213316,18,119,0,1307.4414991,1307.7692383,107.8479067,
211,1,1203.9430100,19,120,0,1307.7692383,1313.4021137,109.4591037,
212,1,1212.2135851,20,121,0,1313.4021137,1318.4000686,106.1864835,
213,0,1218.2819138,21,121,0,1235.2407766,1236.3770521,18.0951383,
214,1,1220.1227931,21,122,0,1318.4000686,1320.7856701,100.6628770,
215,0,1221.7889444,22,122,0,1236.3770521,1236.5070748,14.7181304,
216,1,1224.4097501,22,122,0,1320.7856701,1324.9062040,100.4964539,
217,1,1226.8272133,23,122,0,1324.9062040,1326.6827055,99.8554923,
218,1,1237.2383921,18,123,0,1326.6827055,1327.6023960,90.3640039,
219,1,1238.6228473,19,123,0,1359.6037627,1360.3555627,121.7327154,
220,0,1249.2722822,19,124,0,1279.4572202,1289.8818399,40.6095577,
221,1,1252.0077268,19,125,0,1363.6770699,1365.5065311,113.4988043,
222,1,1257.9382095,19,125,0,1366.3741222,1366.6593337,108.7211242,
223,0,1260.4926418,20,126,0,1289.8818399,1292.1628329,31.6701912,
224,1,1265.4218689,19,126,0,1367.5639887,1368.7351988,103.3133299,
225,1,1272.8388218,17,127,0,1368.7351988,1370.8688567,98.0300349,
226,0,1283.0518221,17,128,0,1292.1628329,1295.2969751,12.2451530,
227,0,1290.5771940,17,129,0,1301.4440759,1304.0886952,13.5115012,
228,1,1291.2808216,18,129,0,1370.8688567,1373.2472256,81.9664040,
229,0,1292.5817102,18,129,0,1329.4034776,1330.8056209,38.2239108,
230,1,1299.5602405,18,129,0,1373.2472256,1380.5430499,80.9828094,
231,0,1306.7838180,17,130,0,1343.3403586,1349.8655912,43.0817733,
232,1,1312.2649913,16,131,0,1380.5430499,1386.5595602,74.2945689,
233,1,1316.2474615,16,131,0,1386.5595602,1455.1294179,138.8819564,
234,1,1324.1435513,15,132,0,1515.1100669,1520.7508915,196.6073402,
235,1,1324.2049307,16,132,0,1520.7508915,1521.2016114,196.9966807,
236,0,1326.3432021,16,132,0,1349.8655912,1356.0724724,29.7292703,
237,1,1332.3510702,14,133,0,1521.2016114,1525.5131106,193.1620404,
238,0,1340.7286271,15,134,0,1360.7373877,1363.6770699,22.9484429,
239,1,1347.2891904,16,134,0,1525.5131106,1525.6303379,178.3411475,
240,1,1353.3110878,16,135,0,1525.6303379,1531.2946718,177.9835840,
241,1,1357.5125832,16,135,0,1549.0991838,1549.4109827,191.8983994,
242,0,1361.9929333,16,136,0,1365.5065311,1365.9816087,3.9886754,
243,1,1364.7986863,16,136,0,1549.4109827,1552.8211338,188.0224475,
244,1,1365.5144468,16,136,0,1552.8211338,1566.3628012,200.8483544,
245,1,1368.3639192,15,136,0,1566.3628012,1574.1890210,205.8251018,
246,1,1378.7036758,13,137,0,1592.4086217,1598.0747449,219.3710691,
247,1,1380.1951136,14,138,0,1599.2523436,1601.2696071,221.0744935,
248,1,1383.6526601,14,138,0,1601.2696071,1601.6594311,218.0067709,
249,1,1386.7192916,14,138,0,1601.6594311,1653.7775656,267.0582740,
250,1,1389.7636811,15,138,0,1679.2143853,1682.4309068,292.6672257,
251,1,1398.0416358,16,139,0,1684.3366490,1684.8215002,286.7798644,
252,0,1398.4199557,17,139,0,1455.1294179,1456.5573053,58.1373496,
253,1,1416.0848000,18,141,0,1684.8215002,1687.6928435,271.6080434,
254,1,1417.5841306,19,141,0,1687.6928435,1690.8080466,273.2239160,
255,1,1423.5948882,20,142,0,1690.8080466,1696.5320783,272.9371901,
256,0,1424.5545900,21,142,0,1456.5573053,1467.8438758,43.2892858,
257,0,1431.6912666,22,143,0,1467.8438758,1472.1353211,40.4440545,
258,1,1439.8699408,23,143,0,1696.5320783,1697.0696020,257.1996613,
259,0,1441.2452277,24,0,1,1472.1353211,1483.6754245,42.4301968,
260,1,1443.0281993,25,0,1,1697.0696020,1698.1855791,255.1573798,
261,0,1449.3489427,26,0,1,1483.6754245,1487.2881849,37.9392422,
262,0,1451.2141387,27,1,1,1487.2881849,1495.4838549,44.2697162,
263,0,1457.3159928,26,1,1,1495.4838549,1496.3845893,39.0685965,
264,0,1461.9639861,27,2,1,1496.3845893,1499.3768166,37.4128305,
265,0,1465.5927422,28,2,1,1499.3768166,1507.7755626,42.1828204,
266,0,1467.5605409,29,2,1,1507.7755626,1515.1100669,47.5495260,
267,1,1470.7406184,29,3,1,1698.1855791,1698.3617817,227.6211633,
268,1,1474.0822280,29,3,1,1698.3617817,1702.0426617,227.9604337,
269,1,1474.7487296,30,3,1,1702.0426617,1705.0805034,230.3317738,
270,0,1526.9773580,20,8,1,1543.6989534,1549.0991838,22.1218257,
271,0,1527.0935699,21,8,1,1531.2946718,1537.5569008,10.4633309,
272,0,1527.9154030,22,8,1,1537.5569008,1543.6989534,15.7835505,
273,0,1547.0734034,20,10,1,1574.1890210,1578.6394177,31.5660143,
274,1,1550.2176803,19,11,1,1705.0805034,1708.4819956,158.2643154,
275,1,1550.4164423,20,11,1,1708.4819956,1712.4596290,162.0431867,
276,0,1554.1355844,20,11,1,1578.6394177,1578.8062483,24.6706639,
277,0,1554.7544508,21,11,1,1578.8062483,1580.1072113,25.3527604,
278,1,1556.8304466,22,11,1,1718.3876666,1723.5204424,166.6899958,
279,0,1567.3602458,22,12,1,1580.1072113,1585.1697472,17.8095014,
280,0,1573.7384387,23,13,1,1585.1697472,1592.4086217,18.6701830,
281,1,1580.3981855,20,14,1,1730.5489147,1736.9954817,156.5972962,
282,0,1590.6725292,20,15,1,1598.0747449,1599.2523436,8.5798144,
283,0,1592.5203831,20,15,1,1653.7775656,1670.9130230,78.3926400,
284,0,1603.8390562,17,16,1,1670.9130230,1672.0420333,68.2029771,
285,1,1612.0212538,18,17,1,1749.8732533,1753.5720713,141.5508175,
286,0,1614.8941218,19,17,1,1672.0420333,1674.0161762,59.1220543,
287,1,1615.5530589,20,17,1,1753.5720713,1756.9118231,141.3587642,
288,1,1617.6188667,21,17,1,1756.9118231,1759.6951682,142.0763014,
289,1,1620.7951926,22,18,1,1759.6951682,1766.0412328,145.2460401,
290,1,1628.0805453,23,18,1,1781.8655594,1785.3897474,157.3092021,
291,1,1632.4248273,24,19,1,1787.8728379,1791.7051895,159.2803622,
292,0,1651.9756558,25,21,1,1674.0161762,1674.9931961,23.0175403,
293,0,1653.1347143,26,21,1,1674.9931961,1675.1202535,21.9855392,
294,1,1664.4667939,26,22,1,1791.7051895,1794.4341669,129.9673731,
295,0,1667.5236517,27,22,1,1675.1202535,1679.2143853,11.6907335,
296,0,1679.7270707,22,23,1,1682.4309068,1684.3366490,4.6095782,
297,1,1682.8466912,22,24,1,1802.2753002,1805.0215582,122.1748670,
298,1,1689.6282670,20,24,1,1805.0215582,1824.2847524,134.6564855,
299,1,1694.8127367,20,25,1,1824.8839590,1826.2807618,131.4680250,
300,1,1699.6572780,17,25,1,1826.2807618,1833.0475300,133.3902520,
301,1,1701.9925516,18,26,1,1833.0475300,1837.1484174,135.1558658,
302,0,1703.2188012,18,26,1,1712.4596290,1718.3876666,15.1688654,
303,1,1711.6729545,17,27,1,1844.8307226,1845.7513973,134.0784428,
304,1,1712.6707926,17,27,1,1845.7513973,1847.5334083,134.8626157,
305,1,1713.8227525,18,27,1,1847.5334083,1848.9553237,135.1325712,
306,1,1718.3442374,19,27,1,1848.9553237,1857.0275537,138.6833164,
307,0,1719.4334391,19,27,1,1723.5204424,1730.5489147,11.1154756,
308,0,1722.6299287,20,28,1,1736.9954817,1749.8732533,27.2433246,
309,1,1742.5439083,18,30,1,1857.0275537,1862.1870232,119.6431149,
310,0,1744.4848255,19,30,1,1766.0412328,1770.8101979,26.3253724,
311,1,1754.7126007,18,31,1,1866.3307647,1871.0286192,116.3160185,
312,1,1755.2126912,19,31,1,1871.0286192,1876.8266890,121.6139978,
313,0,1757.9994808,19,31,1,1770.8101979,1781.2087287,23.2092479,
314,0,1769.5374620,18,32,1,1781.2087287,1781.8655594,12.3280974,
315,1,1779.3051473,18,33,1,1876.8266890,1901.9628162,122.6576689,
316,0,1781.6642245,18,34,1,1785.3897474,1787.8728379,6.2086134,
317,0,1793.9181708,15,35,1,1794.4341669,1796.0892381,2.1710673,
318,0,1794.9700882,15,35,1,1796.0892381,1802.2753002,7.3052121,
319,1,1804.8764904,14,36,1,1922.1889824,1926.7160069,121.8395165,
320,0,1823.7395089,14,38,1,1824.2847524,1824.8839590,1.1444501,
321,0,1833.1809684,11,39,1,1837.1484174,1841.6544751,8.4735066,
322,0,1833.3493887,12,39,1,1841.6544751,1842.4448822,9.0954935,
323,0,1834.5330150,13,39,1,1842.4448822,1844.8307226,10.2977075,
324,1,1836.9853992,14,39,1,1926.7160069,1929.7380250,92.7526258,
325,1,1848.3505617,9,40,1,1929.7380250,1931.8258215,83.4752597,
326,0,1848.7744096,10,40,1,1862.1870232,1866.3307647,17.5563551,
327,1,1853.0469573,10,41,1,1931.8258215,1936.7711095,83.7241522,
328,1,1853.1082375,11,41,1,1936.7711095,1943.9989230,90.8906855,
329,1,1856.0913109,12,41,1,1943.9989230,1946.6697757,90.5784647,
330,0,1871.5663004,9,43,1,1901.9628162,1907.5538973,35.9875969,
331,0,1889.2972294,9,44,1,1907.5538973,1909.3880957,20.0908664,
332,0,1892.6511472,10,45,1,1909.3880957,1911.0060426,18.3548953,
333,1,1893.2822644,11,45,1,1947.7511912,1957.3965045,64.1142400,
334,0,1894.9167790,12,45,1,1911.0060426,1921.9101715,26.9933925,
335,0,1907.3275388,12,46,1,1921.9101715,1922.1889824,14.8614436,
336,1,1910.4946161,11,47,1,1981.1252781,1984.9002100,74.4055939,
337,0,1913.2270233,11,47,1,1946.6697757,1947.7511912,34.5241679,
338,0,1919.1625730,12,47,1,1957.3965045,1965.8373342,46.6747611,
339,1,1921.9455705,12,48,1,1984.9002100,1986.0727794,64.1272089,
340,0,1936.1525905,9,49,1,1965.8373342,1966.3637522,30.2111617,
