Customer ID,Priority Level,Time of arrival,Number of people at arrival,Which 10 min interval in day,Which day in week,Time of start of service,Departure time,Wait time,
0,0,4.5141821,1,0,0,9.2716613,16.2863716,11.7721896,
1,0,16.8927201,1,1,0,18.0791953,19.8551544,2.9624343,
2,0,26.6113671,1,2,0,37.6015483,44.6130209,18.0016538,
3,0,26.7055421,2,2,0,28.3332934,38.3708744,11.6653323,
4,0,46.0694423,1,4,0,52.8551456,57.0488797,10.9794375,
5,0,48.7382126,2,4,0,49.0356719,50.6285134,1.8903008,
6,0,52.9602034,2,5,0,67.3308756,71.6578066,18.6976032,
7,0,60.0072703,2,6,0,60.8414008,64.7589255,4.7516552,
8,0,60.8588863,3,6,0,60.8923872,75.6303904,14.7715041,
9,0,61.9668186,4,6,0,65.7169408,69.0556725,7.0888539,
10,0,64.2580582,5,6,0,71.0466733,74.9582490,10.7001908,
11,0,66.6740494,5,6,0,79.2037893,79.9777823,13.3037329,
12,0,72.6697191,4,7,0,76.0292444,76.5346456,3.8649266,
13,0,96.8012023,1,9,0,111.8331155,117.5554106,20.7542083,
14,0,132.3147225,1,13,0,145.6962260,146.1306668,13.8159443,
15,0,134.2442279,2,13,0,135.3352539,145.8900821,11.6458542,
16,0,162.1270633,1,16,0,181.9829433,183.3165061,21.1894428,
17,0,185.9911556,1,18,0,192.3700088,204.0408357,18.0496801,
18,0,191.2331006,2,19,0,194.3567013,194.4962287,3.2631281,
19,0,218.1382501,1,21,0,233.5592801,235.1399858,17.0017357,
20,0,218.4878472,2,21,0,219.3841149,219.6970164,1.2091692,
21,0,218.6472572,3,21,0,227.3530496,234.2528450,15.6055877,
22,0,234.7838815,2,23,0,242.2326869,251.4227302,16.6388487,
23,0,244.7813002,2,24,0,249.6337324,252.6332109,7.8519107,
24,0,248.9616885,3,24,0,249.5102493,262.5833263,13.6216379,
25,0,254.8311361,2,25,0,265.5681049,265.8979978,11.0668617,
26,0,258.6036643,3,25,0,263.5600459,267.4666275,8.8629632,
27,0,281.1765086,1,28,0,283.7692789,284.6654723,3.4889636,
28,0,282.8567990,2,28,0,284.5615378,285.6670239,2.8102249,
29,0,290.9489525,1,29,0,296.3415287,299.6859477,8.7369952,
30,0,295.6592840,2,29,0,295.8232605,298.5904322,2.9311482,
31,0,298.3649807,3,29,0,299.5105427,301.1431456,2.7781649,
32,0,300.0104801,2,30,0,300.3167554,300.8444687,0.8339886,
33,0,306.3946437,1,30,0,309.4843242,310.7803289,4.3856852,
34,0,306.9199758,2,30,0,308.0550953,311.3901807,4.4702049,
35,0,307.2137937,3,30,0,325.3808596,325.5449666,18.3311729,
36,0,309.0728261,4,30,0,313.7556259,316.3732682,7.3004421,
37,0,317.1342842,2,31,0,318.5608983,318.9117085,1.7774243,
38,0,327.4532685,1,32,0,330.8913757,337.9937447,10.5404762,
39,0,335.0918081,2,33,0,337.4584558,340.2208030,5.1289949,
40,0,336.2655101,3,33,0,340.6788543,341.7504432,5.4849331,
41,0,338.2911852,3,33,0,341.6407545,346.8732026,8.5820174,
42,0,339.6493118,4,33,0,339.9428876,343.7458198,4.0965081,
43,0,358.1514778,1,35,0,359.8318851,360.2447636,2.0932858,
44,0,361.9423087,1,36,0,366.0085584,369.9563488,8.0140401,
45,0,390.7119105,1,39,0,396.1549819,397.7350669,7.0231564,
46,0,421.7001151,1,42,0,423.9578795,429.3747408,7.6746257,
47,0,429.8765758,1,42,0,437.9605145,438.9156285,9.0390526,
48,0,430.7462700,2,43,0,434.7698034,435.1077207,4.3614508,
49,0,445.6414254,1,44,0,453.0104864,464.7405566,19.0991312,
50,0,449.7696220,2,44,0,451.3114180,451.9508529,2.1812309,
51,0,457.2168646,2,45,0,458.8392193,471.2597166,14.0428520,
52,0,473.7589971,1,47,0,474.7173665,482.1341736,8.3751766,
53,0,474.0537456,2,47,0,478.7689256,481.2345751,7.1808295,
54,0,489.0112960,1,48,0,493.1615357,495.0535152,6.0422193,
55,0,490.4507470,2,49,0,505.6176579,505.8110104,15.3602634,
56,0,496.0449194,2,49,0,499.1180936,499.5387924,3.4938729,
57,0,503.1203742,2,50,0,505.0657898,505.9736026,2.8532284,
58,0,516.3480041,1,51,0,516.4135840,520.1536099,3.8056058,
59,0,538.3898474,1,53,0,541.8790979,554.0819696,15.6921222,
60,0,545.1195940,2,54,0,547.9652151,550.8071980,5.6876040,
61,0,581.8553333,1,58,0,586.7212366,589.7247720,7.8694387,
62,0,594.3127470,1,59,0,595.6934338,610.4604921,16.1477450,
63,0,607.7981025,2,60,0,611.7086191,615.0614596,7.2633571,
64,0,620.5226115,1,62,0,620.9976778,621.7170360,1.1944245,
65,0,628.5098753,1,62,0,638.3096377,646.3411864,17.8313111,
66,0,663.5525771,1,66,0,694.6433112,695.3850294,31.8324523,
67,0,663.6271047,2,66,0,671.2080937,677.3614700,13.7343653,
68,0,696.1395300,1,69,0,697.0496118,713.3448398,17.2053098,
69,0,697.7319230,2,69,0,701.3299878,705.3198764,7.5879534,
70,0,700.3152607,3,70,0,710.3812173,716.6375037,16.3222430,
71,0,705.0940958,4,70,0,706.1593065,708.9528066,3.8587108,
72,0,720.6530650,1,72,0,732.1617339,735.6078016,14.9547365,
73,0,730.2102298,2,73,0,732.3901561,746.4587643,16.2485345,
74,0,738.2419470,2,73,0,760.9180945,763.1653042,24.9233572,
75,0,749.7327630,2,74,0,750.3181181,771.2844434,21.5516804,
76,0,779.6289403,1,77,0,782.3713490,783.6328767,4.0039364,
77,0,787.2276426,1,78,0,788.6968866,792.8620434,5.6344008,
78,0,799.7647864,1,79,0,799.9278980,804.0687515,4.3039651,
79,0,800.6378083,2,80,0,800.7866039,817.7249818,17.0871735,
80,0,819.4063158,1,81,0,830.9798861,835.1815238,15.7752081,
81,0,823.2599922,2,82,0,825.2021433,830.5622581,7.3022658,
82,0,852.6610303,1,85,0,860.5548877,863.0184321,10.3574018,
83,0,857.1236917,2,85,0,857.4114681,857.6184767,0.4947850,
84,0,863.1878001,1,86,0,868.8154017,874.0244381,10.8366380,
85,0,899.5855784,1,89,0,903.4399088,907.9977722,8.4121938,
86,0,902.5521766,2,90,0,903.7255852,904.0177842,1.4656076,
87,0,912.3124767,1,91,0,912.4420567,919.7017871,7.3893104,
88,0,917.4494158,2,91,0,918.9358807,921.4869280,4.0375122,
89,0,918.2806976,3,91,0,920.6712022,939.3404309,21.0597333,
90,0,932.6127521,2,93,0,939.0594475,955.1509682,22.5382161,
91,0,932.8988556,3,93,0,933.9877504,935.6041332,2.7052776,
92,0,942.6086891,2,94,0,944.5549822,952.6279240,10.0192350,
93,0,974.4434121,1,97,0,975.2988746,984.9155758,10.4721637,
94,0,981.1277727,2,98,0,1000.5057457,1001.0417713,19.9139986,
95,0,991.5845937,2,99,0,997.7612646,1002.5829382,10.9983445,
96,0,1010.9671948,1,101,0,1013.0810405,1014.0467249,3.0795301,
97,0,1025.0957487,1,102,0,1029.3091250,1047.2530980,22.1573493,
98,0,1062.4336955,1,106,0,1064.1802893,1066.5351733,4.1014777,
99,0,1079.7730862,1,107,0,1088.8177784,1097.5168591,17.7437729,
100,0,1080.6911500,2,108,0,1083.6656526,1084.8756087,4.1844587,
101,0,1090.1853898,2,109,0,1099.9190208,1102.1271265,11.9417366,
102,0,1096.1677918,3,109,0,1097.2930279,1100.3705791,4.2027873,
103,0,1108.6774181,1,110,0,1119.2313732,1120.3802654,11.7028473,
104,0,1109.4098914,2,110,0,1109.8414966,1112.1216041,2.7117127,
105,0,1112.1099567,3,111,0,1113.7206930,1134.5620862,22.4521294,
106,0,1117.4412612,3,111,0,1122.0907150,1127.8543184,10.4130572,
107,0,1122.5618156,3,112,0,1129.1884311,1137.1718586,14.6100431,
108,0,1143.2345035,1,114,0,1149.4795253,1154.5133514,11.2788479,
109,0,1164.3874922,1,116,0,1169.3632541,1170.0629773,5.6754852,
110,0,1169.6030523,2,116,0,1172.4841133,1192.2945207,22.6914684,
111,0,1173.0179496,2,117,0,1179.4603612,1181.7456365,8.7276869,
112,0,1191.6416729,2,119,0,1195.1175691,1203.2186648,11.5769920,
113,0,1209.5640650,1,120,0,1213.8359436,1217.6147957,8.0507307,
114,0,1216.4986322,2,121,0,1231.3692980,1233.3901419,16.8915097,
115,0,1255.0608238,1,125,0,1258.9452233,1259.8360963,4.7752725,
116,0,1257.6618490,2,125,0,1260.5737342,1270.6718240,13.0099750,
117,0,1262.7421052,2,126,0,1264.7528552,1266.5397115,3.7976063,
118,0,1263.7968520,3,126,0,1266.6719263,1269.4810447,5.6841927,
119,0,1312.2355509,1,131,0,1327.2497450,1331.1522385,18.9166876,
120,0,1327.3946186,2,132,0,1330.3587551,1337.4550715,10.0604529,
121,0,1353.3753694,1,135,0,1356.4935300,1357.8634025,4.4880331,
122,0,1354.9878960,2,135,0,1355.3554400,1357.4721812,2.4842852,
123,0,1394.6384612,1,139,0,1395.1006859,1402.5342614,7.8958002,
124,0,1400.3058601,2,140,0,1406.7567517,1409.0438429,8.7379828,
125,0,1416.7589203,1,141,0,1420.4147711,1425.2112281,8.4523078,
126,0,1423.2233442,2,142,0,1426.4512613,1431.7324722,8.5091280,
127,0,1432.0395070,1,143,0,1434.0751858,1437.1748960,5.1353890,
128,0,1438.8140755,1,143,0,1444.9128971,1449.1994982,10.3854227,
129,0,1442.7507994,2,0,1,1449.7930999,1450.9342147,8.1834153,
130,0,1455.0287111,1,1,1,1456.1951784,1457.4619353,2.4332242,
131,0,1459.4583562,1,1,1,1463.5208867,1466.3504569,6.8921007,
132,0,1471.2434048,1,3,1,1475.6611699,1477.0759595,5.8325547,
133,0,1476.3104491,2,3,1,1478.8194600,1481.3701968,5.0597477,
134,0,1479.2345991,2,3,1,1480.3884428,1492.3264691,13.0918700,
135,0,1495.3938488,1,5,1,1516.9622440,1518.5891173,23.1952685,
136,0,1498.7390631,2,5,1,1503.2440651,1508.4719763,9.7329132,
137,0,1506.4792374,3,6,1,1524.4285008,1540.6640894,34.1848520,
138,0,1519.5478548,2,7,1,1526.3265209,1531.5289940,11.9811392,
139,0,1530.3629521,3,9,1,1533.4083948,1535.5724605,5.2095085,
140,0,1541.0859359,1,10,1,1541.1739296,1546.2803423,5.1944065,
141,0,1541.9104352,2,10,1,1549.4968200,1559.4817426,17.5713074,
142,0,1554.8096129,2,11,1,1555.1688647,1556.8531623,2.0435495,
143,0,1556.9349731,2,11,1,1564.5771743,1565.9424407,9.0074676,
144,0,1585.0256368,1,14,1,1591.3247380,1592.7630646,7.7374278,
145,0,1590.8811087,2,15,1,1590.9039130,1591.0257992,0.1446905,
146,0,1594.9840729,1,15,1,1602.9219041,1603.7170899,8.7330171,
147,0,1597.8581301,2,15,1,1608.5316503,1609.9568206,12.0986905,
148,0,1636.3968702,1,19,1,1654.5230897,1656.1405747,19.7437045,
149,0,1637.4005237,2,19,1,1643.7223263,1643.8241055,6.4235818,
150,0,1646.0482339,2,20,1,1646.3335362,1649.4092998,3.3610660,
151,0,1649.7295294,2,20,1,1651.8169439,1655.7255310,5.9960016,
152,0,1656.0280870,2,21,1,1660.6425768,1665.7543473,9.7262603,
153,0,1662.7757793,2,22,1,1669.5067663,1677.8529031,15.0771238,
154,0,1672.8082749,2,23,1,1675.6091866,1679.2948378,6.4865629,
155,0,1681.5860381,1,24,1,1693.8198589,1697.1998473,15.6138092,
156,0,1690.1136316,2,25,1,1692.5227519,1693.3725524,3.2589208,
157,0,1694.2161322,2,25,1,1694.3704779,1696.7889963,2.5728641,
158,0,1699.0587095,1,25,1,1706.7423188,1708.6772035,9.6184940,
159,0,1706.0957099,2,26,1,1729.2623468,1731.5282941,25.4325843,
160,0,1717.0835897,2,27,1,1721.4728738,1721.9011277,4.8175380,
161,0,1717.2797389,3,27,1,1740.0109441,1742.5689732,25.2892343,
162,0,1732.5037333,2,29,1,1733.1428065,1735.3865094,2.8827761,
163,0,1736.7912688,2,29,1,1738.3761090,1748.1322208,11.3409520,
164,0,1747.0896087,2,30,1,1750.0744089,1758.4073739,11.3177651,
165,0,1749.9096701,2,30,1,1752.9637459,1755.9133394,6.0036693,
166,0,1751.5118060,3,31,1,1755.5392411,1760.7030316,9.1912256,
167,0,1754.7100244,4,31,1,1756.7776531,1760.7995805,6.0895561,
168,0,1783.7252055,1,34,1,1784.9219695,1787.5265953,3.8013898,
169,0,1784.1681312,2,34,1,1790.4809300,1791.3088418,7.1407106,
170,0,1784.2860974,3,34,1,1787.7332198,1788.3402826,4.0541852,
171,0,1793.4018435,1,35,1,1796.9037335,1799.3023495,5.9005060,
172,0,1797.6148443,2,35,1,1798.9180366,1822.4238754,24.8090311,
173,0,1802.9158802,2,36,1,1802.9635582,1812.7703352,9.8544551,
174,0,1804.1004143,3,36,1,1804.1067750,1811.7201900,7.6197757,
175,0,1808.3479418,4,36,1,1810.8480019,1823.3567061,15.0087643,
176,0,1817.0784356,3,37,1,1821.5039328,1829.1838752,12.1054395,
177,0,1821.1208194,4,38,1,1823.8280925,1831.4702016,10.3493822,
178,0,1836.8629947,1,39,1,1841.5300314,1842.1215237,5.2585290,
179,0,1869.9931472,1,42,1,1880.2132424,1883.1214531,13.1283060,
180,0,1873.4921835,2,43,1,1900.6352915,1901.6017326,28.1095491,
181,0,1881.7526694,3,44,1,1882.7251595,1887.5806450,5.8279757,
182,0,1881.9184416,4,44,1,1884.8459152,1889.6073779,7.6889362,
183,0,1885.3507068,4,44,1,1885.7873274,1888.5422327,3.1915259,
184,0,1888.2514198,4,44,1,1888.3242603,1888.8432913,0.5918715,
185,0,1893.3959939,2,45,1,1903.8674955,1904.8146360,11.4186421,
186,0,1911.6895174,1,47,1,1913.4288353,1916.8695576,5.1800402,
187,0,1916.2417349,2,47,1,1925.9693386,1926.1441171,9.9023822,
188,0,1925.2589454,2,48,1,1928.5961314,1930.4842574,5.2253120,
189,0,1936.5761030,1,49,1,1942.0313717,1943.2612259,6.6851229,
190,0,1937.1195704,2,49,1,1944.4525960,1947.5763872,10.4568167,
191,0,1937.2719291,3,49,1,1937.8650436,1938.6536144,1.3816853,
192,0,1951.4844192,1,51,1,1952.3539456,1953.9654832,2.4810640,
193,0,1961.2709362,1,52,1,1981.8859789,1982.2111470,20.9402108,
194,0,1968.5844529,2,52,1,1970.1252266,1971.4924213,2.9079684,
195,0,1969.4758023,3,52,1,1975.1669829,1979.6676465,10.1918442,
196,0,1983.8688687,1,54,1,1986.0912703,1989.2905476,5.4216789,
197,0,1994.3454943,1,55,1,1996.0585448,1997.4660516,3.1205573,
198,0,1998.5240744,1,55,1,1999.1520573,2008.9364658,10.4123914,
199,0,1998.7822149,2,55,1,1999.9848819,2001.7456491,2.9634342,
200,0,2001.0144854,3,56,1,2037.4214210,2038.7029430,37.6884576,
201,0,2004.5350386,3,56,1,2005.2931702,2009.0321403,4.4971016,
202,0,2011.5048630,2,57,1,2013.0422569,2015.0658505,3.5609874,
203,0,2022.1045628,2,58,1,2036.3078281,2037.9233692,15.8188064,
204,0,2033.7149128,3,59,1,2036.1300583,2041.4852922,7.7703794,
205,0,2037.5791697,4,59,1,2037.7281461,2044.2761190,6.6969494,
206,0,2047.6070433,1,60,1,2050.2365802,2054.6025049,6.9954617,
207,0,2050.3693077,2,61,1,2055.8509165,2070.9844696,20.6151619,
208,0,2069.7811411,2,62,1,2074.6603965,2078.7034898,8.9223486,
209,0,2078.5062860,2,63,1,2086.3779602,2104.6194176,26.1131316,
210,0,2079.7118184,2,63,1,2086.9923582,2104.4171313,24.7053129,
211,0,2080.9589462,3,64,1,2084.3679263,2085.4200286,4.4610824,
212,0,2086.7540478,3,64,1,2098.4155196,2100.0962025,13.3421548,
213,0,2094.8937731,4,65,1,2097.0314412,2104.2073694,9.3135963,
214,0,2109.7462658,1,66,1,2123.0751994,2130.1673784,20.4211126,
215,0,2110.3804492,2,67,1,2114.1245357,2138.8934687,28.5130195,
216,0,2111.2134510,3,67,1,2114.1935309,2114.4362331,3.2227822,
217,0,2112.7460544,4,67,1,2131.2410327,2134.6499690,21.9039146,
218,0,2126.4707674,4,68,1,2132.5489142,2136.7401598,10.2693923,
219,0,2143.0165649,1,70,1,2153.9303200,2164.2747431,21.2581782,
220,0,2158.0257358,2,71,1,2164.0076138,2165.0036764,6.9779406,
221,0,2169.0337469,1,72,1,2173.5410675,2189.3820868,20.3483398,
222,0,2169.1275167,2,72,1,2170.6939123,2179.5497525,10.4222358,
223,0,2175.3966783,3,73,1,2179.0309930,2182.4282337,7.0315554,
224,0,2185.1599639,2,74,1,2187.8202158,2190.5289850,5.3690211,
225,0,2191.3131704,1,75,1,2206.1973258,2208.9368808,17.6237104,
226,0,2200.4528737,2,76,1,2219.9163204,2224.6844327,24.2315590,
227,0,2209.2316326,2,76,1,2213.4676667,2217.0332019,7.8015692,
228,0,2226.3836638,1,78,1,2232.3977697,2243.2923381,16.9086744,
229,0,2235.1346108,2,79,1,2237.1720730,2244.9194825,9.7848717,
230,0,2235.1462229,3,79,1,2236.6866310,2241.2233647,6.0771418,
231,0,2244.2777840,2,80,1,2246.5088505,2252.6681812,8.3903973,
232,0,2248.4172081,2,80,1,2258.5872771,2264.6533219,16.2361138,
233,0,2267.4523338,1,82,1,2271.9877409,2272.4907873,5.0384536,
234,0,2276.8303851,1,83,1,2289.4231051,2293.5680586,16.7376735,
235,0,2296.8644150,1,85,1,2300.5928392,2301.3637061,4.4992911,
236,0,2309.8356872,1,86,1,2314.4430126,2320.2041349,10.3684478,
237,0,2337.3129784,1,89,1,2341.0106313,2344.8689070,7.5559286,
238,0,2345.6736052,1,90,1,2350.4846062,2354.2699219,8.5963167,
239,0,2356.0108075,1,91,1,2356.5734667,2358.3316114,2.3208039,
240,0,2360.2165003,1,92,1,2361.3844412,2362.0988630,1.8823627,
241,0,2380.3844882,1,94,1,2388.5525893,2396.8919074,16.5074192,
242,0,2383.5424023,2,94,1,2384.7665496,2387.2275323,3.6851299,
243,0,2388.1369199,2,94,1,2397.4063636,2399.6022020,11.4652821,
244,0,2395.1447007,3,95,1,2399.8650839,2402.6822600,7.5375593,
245,0,2403.3486490,1,96,1,2408.1222857,2411.0999713,7.7513223,
246,0,2411.1209401,1,97,1,2418.8074452,2419.1775972,8.0566571,
247,0,2416.6176670,2,97,1,2420.5348058,2420.6441649,4.0264979,
248,0,2441.9219724,1,100,1,2457.4475356,2463.7974696,21.8754972,
249,0,2448.9725213,2,100,1,2450.7985172,2455.7521337,6.7796124,
250,0,2450.8839918,3,101,1,2459.1304352,2461.3024823,10.4184905,
251,0,2451.1420854,4,101,1,2451.5351083,2453.2533030,2.1112176,
252,0,2453.2955134,4,101,1,2456.2084522,2459.9844110,6.6888976,
253,0,2459.3666132,4,101,1,2462.5819512,2464.9182379,5.5516247,
254,0,2470.3492402,1,103,1,2471.0488619,2473.2867560,2.9375158,
255,0,2471.0122630,2,103,1,2481.6459929,2484.6746237,13.6623607,
256,0,2472.8439683,3,103,1,2473.1591233,2473.1746209,0.3306525,
257,0,2489.8223971,1,104,1,2492.6940348,2494.5989435,4.7765464,
258,0,2503.9010536,1,106,1,2506.7993462,2509.3936545,5.4926009,
259,0,2521.8751280,1,108,1,2530.5931798,2537.5139179,15.6387899,
260,0,2534.0367230,2,109,1,2538.4018985,2539.2635143,5.2267913,
261,0,2542.9009726,1,110,1,2547.0446827,2547.5324315,4.6314588,
262,0,2546.2939360,2,110,1,2567.2488079,2572.3100962,26.0161601,
263,0,2561.3774160,2,112,1,2561.7647607,2568.6077355,7.2303195,
264,0,2581.0241362,1,114,1,2581.2776869,2584.5285228,3.5043866,
265,0,2581.6035944,2,114,1,2582.0730965,2587.9721894,6.3685951,
266,0,2591.3600488,1,115,1,2591.8423490,2594.8365946,3.4765458,
267,0,2594.6752286,2,115,1,2598.0224885,2606.0539122,11.3786836,
268,0,2597.0627101,2,115,1,2600.8909346,2606.1855712,9.1228611,
269,0,2608.3513855,1,116,1,2611.8130577,2625.0402076,16.6888221,
270,0,2639.4871388,1,119,1,2654.1895250,2654.4360775,14.9489387,
271,0,2660.9751838,1,122,1,2666.6396037,2669.1127205,8.1375367,
272,0,2662.0634916,2,122,1,2671.2010476,2671.8183263,9.7548347,
273,0,2671.6780873,2,123,1,2672.3718980,2686.1492167,14.4711294,
274,0,2698.5366830,1,125,1,2710.2603437,2721.9773312,23.4406482,
275,0,2712.8308779,2,127,1,2720.2319023,2727.8731465,15.0422687,
276,0,2721.9573271,3,128,1,2722.3274420,2722.4546712,0.4973440,
277,0,2724.3327725,2,128,1,2732.2375059,2733.6686383,9.3358658,
278,0,2748.0445499,1,130,1,2756.3414741,2764.3980211,16.3534712,
279,0,2748.3863061,2,130,1,2753.2227606,2756.6553588,8.2690527,
280,0,2759.3353775,2,131,1,2759.4985054,2761.2841494,1.9487719,
281,0,2759.9525083,3,131,1,2763.5462594,2771.7177187,11.7652104,
282,0,2767.0060938,2,132,1,2770.7929494,2770.8195982,3.8135043,
283,0,2782.1521304,1,134,1,2786.6443776,2788.1139436,5.9618132,
284,0,2798.7383774,1,135,1,2800.5552671,2814.4777541,15.7393766,
285,0,2822.1333185,1,138,1,2831.3786089,2834.9651266,12.8318081,
286,0,2831.0200224,2,139,1,2836.8921991,2855.8330401,24.8130176,
287,0,2855.0146708,2,141,1,2855.0687100,2856.1034800,1.0888091,
288,0,2859.8932339,1,141,1,2860.8680402,2865.7394127,5.8461788,
289,0,2871.1805555,1,143,1,2871.7105270,2874.7063498,3.5257943,
290,0,2881.6766031,1,0,2,2882.4384863,2883.0504116,1.3738085,
291,0,2883.3837057,1,0,2,2884.3930805,2884.9119937,1.5282880,
292,0,2895.1388658,1,1,2,2897.1045578,2906.2467665,11.1079007,
293,0,2915.5031606,1,3,2,2918.6987212,2920.4083205,4.9051599,
294,0,2920.4246811,1,4,2,2923.2364241,2926.8637409,6.4390598,
295,0,2928.4976751,1,4,2,2936.4862697,2942.8647509,14.3670758,
296,0,2928.8359316,2,4,2,2930.9502712,2931.7130345,2.8771028,
297,0,2929.5793536,3,4,2,2935.8321502,2944.1567343,14.5773807,
298,0,2930.9847284,4,5,2,2931.3003014,2934.2566289,3.2719005,
299,0,2957.2463667,1,7,2,2968.6094755,2970.6914406,13.4450739,
300,0,2963.4285954,2,8,2,2963.6063826,2964.3705902,0.9419948,
301,0,2970.9212139,1,9,2,2972.3157766,2972.7563412,1.8351273,
302,0,2980.6076217,1,10,2,2980.8979685,2983.2311831,2.6235614,
303,0,2997.7644106,1,11,2,3000.2751373,3006.1173500,8.3529394,
304,0,2998.2543564,2,11,2,2998.8997142,2999.3500777,1.0957213,
305,0,3013.2771281,1,13,2,3018.0180554,3022.1179816,8.8408536,
306,0,3014.0028439,2,13,2,3015.2212494,3016.1073235,2.1044795,
307,0,3018.5993031,2,13,2,3035.5209957,3046.4639783,27.8646751,
308,0,3020.7993844,3,14,2,3022.6569032,3022.9202493,2.1208649,
309,0,3021.0150442,4,14,2,3022.3198394,3022.4518450,1.4368007,
310,0,3029.0017722,2,14,2,3038.3090878,3048.6520630,19.6502908,
311,0,3048.2409267,2,16,2,3054.9078661,3057.0570376,8.8161109,
312,0,3054.2293194,2,17,2,3054.7299767,3062.9425137,8.7131944,
313,0,3069.9168155,1,18,2,3075.2502739,3076.1818722,6.2650567,
314,0,3076.1221425,2,19,2,3076.8883401,3082.6958137,6.5736712,
315,0,3097.0941644,1,21,2,3097.6562371,3098.7195032,1.6253388,
316,0,3112.6287080,1,23,2,3113.8328831,3118.3640554,5.7353474,
317,0,3144.0711308,1,26,2,3149.7045257,3152.2566674,8.1855365,
318,0,3162.0375313,1,28,2,3176.4795725,3180.7845048,18.7469735,
319,0,3173.3182018,2,29,2,3181.8672510,3185.3176681,11.9994663,
320,0,3188.0637434,1,30,2,3191.4586736,3195.7737110,7.7099676,
321,0,3201.7536502,1,32,2,3203.7187150,3204.1878601,2.4342099,
322,0,3207.2602566,1,32,2,3217.2675607,3221.7791665,14.5189099,
323,0,3233.7609976,1,35,2,3237.5641830,3243.5750235,9.8140259,
324,0,3271.4106651,1,39,2,3279.1478286,3281.2201841,9.8095190,
325,0,3277.7681429,2,39,2,3282.0970843,3288.7796910,11.0115481,
326,0,3284.7080280,2,40,2,3285.0970120,3291.5477594,6.8397314,
327,0,3302.3443028,1,42,2,3305.7456029,3310.1133110,7.7690082,
328,0,3322.6366819,1,44,2,3325.0485022,3329.1983386,6.5616568,
329,0,3324.5568460,2,44,2,3333.6398932,3343.8957384,19.3388924,
330,0,3329.0872994,3,44,2,3338.8369028,3339.1464770,10.0591776,
331,0,3357.0841039,1,47,2,3357.2560913,3369.0215321,11.9374282,
332,0,3357.2218015,2,47,2,3363.3226053,3368.6329717,11.4111702,
333,0,3366.9097912,3,48,2,3368.1942891,3372.0828602,5.1730690,
334,0,3386.5459776,1,50,2,3386.9569531,3399.8609855,13.3150079,
335,0,3396.8681942,2,51,2,3401.2136337,3407.6412834,10.7730892,
336,0,3396.9081543,3,51,2,3400.4056326,3400.4628408,3.5546866,
337,0,3402.7556570,2,52,2,3406.2231727,3407.6045903,4.8489332,
338,0,3404.6322709,3,52,2,3405.2019168,3410.4611994,5.8289286,
339,0,3410.5835045,1,53,2,3412.5930854,3414.0038384,3.4203338,
340,0,3413.6499530,2,53,2,3413.7882229,3416.4342131,2.7842601,
341,0,3439.6558276,1,55,2,3448.9029829,3453.3531234,13.6972958,
342,0,3440.3818960,2,56,2,3442.5647265,3444.4610476,4.0791516,
343,0,3460.6209127,1,58,2,3462.4038789,3466.4951043,5.8741916,
344,0,3469.3081707,1,58,2,3471.8471735,3477.4882069,8.1800362,
345,0,3478.1103693,1,59,2,3478.6520828,3479.4430146,1.3326454,
346,0,3494.1610766,1,61,2,3502.2606389,3503.3515520,9.1904754,
347,0,3494.3319937,2,61,2,3496.0540538,3496.2450761,1.9130823,
348,0,3506.6647684,1,62,2,3515.0624773,3521.7975428,15.1327744,
349,0,3510.5902445,2,63,2,3523.4522375,3530.6380091,20.0477646,
350,0,3518.2153496,3,63,2,3522.9810874,3528.2192252,10.0038756,
351,0,3519.4200152,4,63,2,3532.6443777,3544.8001746,25.3801594,
352,0,3530.4000109,3,65,2,3534.8754979,3540.4334840,10.0334731,
353,0,3564.9342953,1,68,2,3567.2383891,3571.2428353,6.3085399,
354,0,3566.9136141,2,68,2,3590.2195820,3591.1599120,24.2462979,
355,0,3576.9175723,2,69,2,3590.2220964,3593.4112141,16.4936418,
356,0,3582.5789201,3,70,2,3597.7720528,3625.9365467,43.3576266,
357,0,3596.5999465,2,71,2,3599.7433793,3601.9944695,5.3945230,
358,0,3599.5480044,3,71,2,3607.1957104,3614.4381648,14.8901604,
359,0,3604.0262656,3,72,2,3606.2355298,3625.8889995,21.8627339,
360,0,3609.6498249,4,72,2,3632.9000988,3644.2335306,34.5837058,
361,0,3611.8515205,5,73,2,3626.9474158,3634.6183695,22.7668490,
362,0,3643.4799003,2,76,2,3646.7908673,3654.1822392,10.7023390,
363,0,3657.0495921,1,77,2,3666.9840700,3669.3528994,12.3033074,
364,0,3659.4842145,2,77,2,3672.0344397,3673.1344266,13.6502121,
365,0,3663.3071252,3,78,2,3663.3186821,3667.1344288,3.8273037,
366,0,3665.7268037,4,78,2,3679.3770261,3688.8153160,23.0885123,
367,0,3667.1276105,5,78,2,3674.5283035,3676.0990942,8.9714837,
368,0,3669.8930958,4,78,2,3674.6244134,3681.9467471,12.0536513,
369,0,3672.7189417,5,79,2,3674.1957230,3674.4223090,1.7033672,
370,0,3676.6753787,3,79,2,3677.2001657,3678.4638496,1.7884708,
371,0,3688.9752666,1,80,2,3700.2149242,3700.7608501,11.7855835,
372,0,3691.4491498,2,81,2,3698.8594200,3702.7572524,11.3081026,
373,0,3728.5965113,1,84,2,3745.7035808,3751.0679036,22.4713922,
